src_image,page,page_width,page_height,cc_image,x,y,w,h,aspect,m00,n20,n11,n02,n30,n21,n12,n03,i1,i2,i3,i4,i5,i6,i7,i8,z00,z01,z02,z10,z11,z12,z20,z21,z22
"image_0181.png",1,3400,4944,"c01020_x1239_y4401.tif",1239,4401,40,36,5.500000e-01,7.210000e+02,1.427549e-01,-3.406805e-02,1.565763e-01,7.027054e-03,-9.993311e-03,-2.762147e-03,2.012973e-02,2.993312e-01,4.833556e-03,2.745482e-03,1.209365e-04,-3.344000e-08,-4.722468e-06,6.946634e-08,3.478222e-06,7.179487e-01,7.051282e-01,7.678571e-01,5.448718e-01,2.948718e-01,2.500000e-01,6.025641e-01,5.320513e-01,1.190476e-01
"image_0181.png",1,3400,4944,"c01021_x1332_y4401.tif",1332,4401,34,37,4.594595e-01,5.820000e+02,1.098595e-01,-3.799591e-02,2.323207e-01,-2.116684e-04,2.129644e-03,3.372924e-03,-8.297851e-03,3.421802e-01,2.077151e-02,3.224196e-04,4.804032e-05,2.780652e-09,6.399006e-06,-4.321420e-09,-1.321997e-06,3.257576e-01,6.363636e-01,6.736111e-01,7.575758e-02,5.000000e-01,1.250000e-01,6.713287e-01,6.083916e-01,5.192308e-01
"image_0181.png",1,3400,4944,"c01022_x1117_y4403.tif",1117,4403,47,11,8.829787e-01,4.290000e+02,3.947009e-01,1.133954e-02,1.758534e-02,6.767399e-03,7.772364e-04,-7.077284e-04,-5.616385e-05,4.122863e-01,1.427305e-01,8.474444e-05,3.723956e-05,2.072701e-09,1.384965e-05,-1.941160e-10,-1.237305e-06,7.333333e-01,6.222222e-01,3.725490e-01,1.000000e+00,1.000000e+00,9.607843e-01,8.133333e-01,9.333333e-01,9.294118e-01
"image_0181.png",1,3400,4944,"c01023_x2344_y4431.tif",2344,4431,25,37,3.378378e-01,5.340000e+02,7.877846e-02,-1.040176e-02,2.391899e-01,-6.682888e-04,3.638779e-03,-8.473891e-04,5.308478e-03,3.179683e-01,2.616461e-02,3.495952e-05,8.235068e-05,-3.507833e-09,1.303721e-05,3.248398e-09,-1.366564e-06,6.250000e-01,7.187500e-01,6.851852e-01,1.562500e-01,5.416667e-01,5.370370e-01,7.692308e-01,6.153846e-01,5.299145e-01
"image_0181.png",1,3400,4944,"c01024_x0611_y4434.tif",611,4434,45,59,3.813559e-01,1.005000e+03,1.626626e-01,-1.090382e-01,2.734988e-01,2.827262e-02,6.210967e-03,-4.934268e-02,6.474938e-02,4.361614e-01,5.984195e-02,3.320865e-02,5.479318e-03,1.311568e-05,1.161004e-03,3.208558e-05,3.349252e-04,4.035088e-01,5.157895e-01,6.245614e-01,5.473684e-01,2.877193e-01,4.035088e-01,6.730159e-01,0.000000e+00,0.000000e+00
"image_0181.png",1,3400,4944,"c01025_x0810_y4435.tif",810,4435,23,71,1.619718e-01,6.160000e+02,3.930740e-02,2.589929e-02,6.506020e-01,3.517669e-03,7.963393e-03,9.748873e-02,6.557343e-03,6.899094e-01,3.763641e-01,8.379167e-02,1.041314e-02,6.577449e-04,-5.955768e-03,1.442880e-04,1.155349e-03,2.857143e-01,6.770186e-01,2.125604e-01,9.068323e-01,3.664596e-01,0.000000e+00,2.057143e-01,6.114286e-01,3.066667e-01
"image_0181.png",1,3400,4944,"c01026_x1602_y4435.tif",1602,4435,20,72,1.388889e-01,5.830000e+02,3.632340e-02,1.691740e-02,7.119733e-01,3.492692e-03,5.624998e-03,1.005254e-01,-1.795295e-02,7.482967e-01,4.576476e-01,9.006683e-02,1.097175e-02,2.848685e-04,-7.294468e-03,-8.117627e-05,-6.859352e-04,3.472222e-01,6.388889e-01,2.552083e-01,9.930556e-01,3.472222e-01,0.000000e+00,2.916667e-01,6.319444e-01,3.437500e-01
"image_0181.png",1,3400,4944,"c01027_x1970_y4435.tif",1970,4435,39,75,2.600000e-01,5.340000e+02,1.986558e-01,-4.052791e-01,8.632854e-01,3.939826e-03,-7.673615e-03,1.412684e-02,-2.393815e-02,1.061941e+00,1.098737e+00,1.478529e-03,1.325708e-03,-2.554390e-08,1.373079e-03,-1.986070e-08,-1.068708e-04,0.000000e+00,5.538462e-02,4.800000e-01,2.461538e-02,5.015385e-01,2.153846e-02,5.076923e-01,5.230769e-02,0.000000e+00
"image_0181.png",1,3400,4944,"c01028_x0879_y4436.tif",879,4436,23,72,1.597222e-01,6.110000e+02,3.927347e-02,3.436932e-02,6.559863e-01,-3.681867e-03,-1.030834e-02,-9.799746e-02,9.676250e-03,6.952597e-01,3.850597e-01,8.592865e-02,1.033908e-02,3.864037e-04,-6.366917e-03,4.836783e-05,3.949564e-04,2.738095e-01,5.892857e-01,2.731481e-01,0.000000e+00,8.928571e-02,9.351852e-01,9.523810e-02,5.357143e-01,3.888889e-01
"image_0181.png",1,3400,4944,"c01029_x2376_y4436.tif",2376,4436,22,73,1.506849e-01,6.340000e+02,3.843465e-02,3.870602e-02,6.445208e-01,-3.751996e-03,-1.091616e-02,-9.123426e-02,3.329046e-02,6.829554e-01,3.733330e-01,7.723457e-02,9.522999e-03,-1.232879e-05,-5.493973e-03,-1.132861e-04,-9.582411e-04,3.690476e-01,6.071429e-01,2.291667e-01,0.000000e+00,2.321429e-01,9.583333e-01,1.257143e-01,5.657143e-01,4.100000e-01
"image_0181.png",1,3400,4944,"c01030_x3360_y4436.tif",3360,4436,4,48,4.166667e-02,1.660000e+02,6.802358e-03,1.753712e-03,1.118742e+00,1.806503e-05,1.102815e-05,-7.191733e-03,-9.395323e-02,1.125544e+00,1.236422e+00,9.299697e-03,8.876599e-03,8.130266e-05,9.760524e-03,2.269459e-07,7.339608e-04,8.750000e-01,1.000000e+00,7.500000e-01,6.875000e-01,1.000000e+00,9.687500e-01,7.500000e-01,1.000000e+00,8.125000e-01
"image_0181.png",1,3400,4944,"c01031_x1535_y4439.tif",1535,4439,49,61,4.016393e-01,1.040000e+03,1.465327e-01,-1.259469e-01,3.001967e-01,3.630358e-02,-1.186838e-02,-2.628798e-02,4.936929e-02,4.467294e-01,8.706312e-02,2.048421e-02,1.506631e-03,1.794614e-06,1.146649e-05,8.279274e-06,2.222028e-04,2.843750e-01,5.468750e-01,5.058824e-01,5.031250e-01,5.250000e-01,1.029412e-01,6.845238e-01,2.380952e-02,0.000000e+00
"image_0181.png",1,3400,4944,"c01032_x2156_y4440.tif",2156,4440,37,73,2.534247e-01,4.690000e+02,2.023489e-01,-4.181254e-01,8.984610e-01,-3.756833e-04,4.066719e-03,-1.436988e-02,4.000002e-02,1.100810e+00,1.183888e+00,2.599023e-03,2.159309e-03,2.684607e-06,2.287181e-03,1.295327e-07,2.687086e-04,0.000000e+00,6.250000e-02,4.583333e-01,4.513889e-02,4.722222e-01,2.564103e-02,4.633333e-01,4.000000e-02,0.000000e+00
"image_0181.png",1,3400,4944,"c01033_x1933_y4442.tif",1933,4442,38,57,3.333333e-01,9.500000e+02,1.036466e-01,1.603325e-02,3.233110e-01,-9.897995e-03,7.242262e-03,-1.758019e-02,-7.853096e-03,4.269576e-01,4.928070e-02,2.710455e-03,7.554236e-04,1.354698e-06,-1.646993e-04,-5.535277e-07,1.578691e-05,5.657895e-01,4.166667e-01,4.962406e-01,7.456140e-02,3.026316e-01,5.075188e-01,5.833333e-01,2.894737e-01,6.541353e-01
"image_0181.png",1,3400,4944,"c01034_x2017_y4442.tif",2017,4442,38,57,3.333333e-01,9.960000e+02,1.101259e-01,7.720872e-03,3.542572e-01,-6.184527e-03,1.112950e-03,-9.450432e-03,7.372986e-03,4.643832e-01,5.983853e-02,5.076399e-04,3.164631e-04,-1.028742e-07,-4.619574e-05,-1.226103e-07,-3.105928e-05,6.271930e-01,3.684211e-01,6.052632e-01,1.535088e-01,2.500000e-01,4.210526e-01,5.526316e-01,5.877193e-01,5.413534e-01
"image_0181.png",1,3400,4944,"c01035_x2111_y4445.tif",2111,4445,35,60,2.916667e-01,1.012000e+03,9.367038e-02,5.916812e-03,3.117449e-01,-8.633252e-03,6.529781e-03,-1.728129e-02,-8.932995e-03,4.054153e-01,4.769654e-02,2.680682e-03,6.773392e-04,1.418801e-06,-1.437175e-04,-2.749606e-07,1.752064e-05,6.136364e-01,3.818182e-01,5.653846e-01,1.045455e-01,3.090909e-01,6.423077e-01,6.500000e-01,3.181818e-01,6.730769e-01
