src_image,page,page_width,page_height,cc_image,x,y,w,h,aspect,m00,n20,n11,n02,n30,n21,n12,n03,i1,i2,i3,i4,i5,i6,i7,i8
"image_0167.png",1,3400,4944,"c00139_x2491_y1538.tif",2491,1538,23,73,1.575342e-01,6.020000e+02,3.864396e-02,3.387036e-02,7.066847e-01,3.871145e-03,1.004482e-02,1.020864e-01,-2.376045e-02,7.453287e-01,4.508673e-01,9.434321e-02,1.141512e-02,2.052228e-04,-7.571316e-03,-7.802009e-05,-5.969562e-04
"image_0167.png",1,3400,4944,"c00140_x2649_y1538.tif",2649,1538,17,36,2.361111e-01,3.580000e+02,3.056576e-02,1.680215e-02,3.265771e-01,-1.777794e-04,2.688527e-03,-4.954078e-03,-1.568532e-02,3.571429e-01,8.875197e-02,7.797384e-04,1.952525e-04,1.220736e-07,4.668814e-05,4.139668e-08,1.734761e-05
"image_0167.png",1,3400,4944,"c00141_x2832_y1538.tif",2832,1538,18,38,2.368421e-01,3.780000e+02,3.413056e-02,-6.470080e-04,3.168445e-01,-1.103286e-03,5.395357e-03,-1.369276e-02,-9.021173e-03,3.509751e-01,7.992886e-02,2.233405e-03,2.320695e-04,7.271496e-07,-5.831471e-05,2.634643e-08,1.503383e-05
"image_0167.png",1,3400,4944,"c00142_x2941_y1538.tif",2941,1538,21,74,1.418919e-01,6.750000e+02,3.188235e-02,2.249642e-02,5.930316e-01,-1.860787e-03,-5.690267e-03,-7.798547e-02,2.866014e-03,6.249139e-01,3.169128e-01,5.426585e-02,6.383401e-03,1.966512e-04,-3.552796e-03,2.264280e-05,2.697873e-04
"image_0167.png",1,3400,4944,"c00143_x0660_y1539.tif",660,1539,33,50,3.300000e-01,5.900000e+02,1.214433e-01,-6.063143e-02,2.871915e-01,-3.075713e-02,2.234738e-02,3.719297e-02,-6.992184e-02,4.086348e-01,4.217717e-02,3.901868e-02,2.304749e-03,1.684397e-05,4.425344e-04,8.536120e-06,8.396847e-05
"image_0167.png",1,3400,4944,"c00144_x2380_y1540.tif",2380,1540,38,76,2.500000e-01,5.490000e+02,1.852377e-01,-3.858744e-01,8.422202e-01,4.100054e-03,-7.508442e-03,1.293840e-02,-2.006389e-02,1.027458e+00,1.027222e+00,1.211201e-03,1.050543e-03,-7.410846e-08,1.033852e-03,-2.247850e-08,-1.273121e-04
"image_0167.png",1,3400,4944,"c00145_x2650_y1540.tif",2650,1540,46,68,3.382353e-01,3.750000e+02,4.542537e-01,-6.743839e-01,1.017636e+00,-1.129276e-02,1.835403e-02,-2.903168e-02,4.487508e-02,1.471889e+00,2.136574e+00,5.849761e-03,5.623981e-03,-2.101560e-06,8.214111e-03,3.988086e-08,1.631006e-04
"image_0167.png",1,3400,4944,"c00146_x2833_y1540.tif",2833,1540,47,68,3.455882e-01,4.180000e+02,3.941475e-01,-5.797199e-01,8.711324e-01,-9.475554e-03,1.374958e-02,-1.964293e-02,2.781047e-02,1.265280e+00,1.571815e+00,2.626208e-03,2.575123e-03,-4.768092e-07,3.225665e-03,1.786247e-08,-6.745320e-05
"image_0167.png",1,3400,4944,"c00147_x2522_y1541.tif",2522,1541,17,35,2.428571e-01,3.540000e+02,3.143267e-02,1.684230e-02,3.133356e-01,6.622197e-04,3.896680e-03,-2.438920e-03,-2.306488e-03,3.447683e-01,8.060392e-02,2.595669e-04,5.685373e-06,1.067444e-09,-3.673593e-07,2.207875e-11,-7.858826e-07
"image_0167.png",1,3400,4944,"c00148_x2122_y1542.tif",2122,1542,51,72,3.541667e-01,1.395000e+03,1.273940e-01,1.093999e-02,2.716352e-01,-8.246216e-04,-1.564521e-03,-1.264153e-02,-8.918734e-04,3.990291e-01,2.128426e-02,1.390860e-03,1.873710e-04,1.889351e-07,-2.383846e-05,5.738375e-08,6.689052e-06
